show_id,Tipo,type,name,título,Pais,country,year,clasificacion,duracion,duration,genero,listed_in,description,Sinopsis,Plataforma
s424,Película,Movie,The Resort,El complejo,#VALUE!,,2021,,76 minutos,76 min,"Terror, Suspense","Horror, Thriller","Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort. It’s beautiful there, but they soon learn you have to be careful what you wish for.","Cuatro amigos se dirigen a Hawaii para investigar informes de un fantasma en un resort abandonado. Es hermoso allí, pero pronto aprenden que hay que tener cuidado con lo que se desea.",Hulu
s425,Película,Movie,Best Summer Ever,El mejor verano de todos los tiempos,#VALUE!,,2020,,79 minutos,79 min,romance,Romance,A fresh and exhilarating take on the beloved teen musical genre featuring eight original songs and a fully integrated cast and crew of people with and without disabilities.,Una versión fresca y estimulante del querido género musical adolescente que presenta ocho canciones originales y un elenco y un equipo totalmente integrados de personas con y sin discapacidades.,Hulu
s426,programa de televisión,TV Show,Celebrity Family Feud,Pelea familiar de celebridades,Estados Unidos,United States,2008,TV-14,1 temporada,1 Season,"Familia, Programas de juegos, Realidad","Family, Game Shows, Reality",Celebrity Family Feud hosted by Steve Harvey pits celebrities against each other in a contest to name the most popular responses to a survey-type question posed to 100 people.,"Celebrity Family Feud, presentado por Steve Harvey, enfrenta a celebridades entre sí en un concurso para nombrar las respuestas más populares a una pregunta tipo encuesta planteada a 100 personas.",Hulu
s427,Película,Movie,The Artist,el artista,#VALUE!,,2011,PG-13,101 minutos,101 min,"Comedia, Drama, Romance","Comedy, Drama, Romance","Hollywood 1927. George Valentin is a very successful silent movie star, but the arrival of talking pictures could mark the end of his career.","Hollywood 1927. George Valentin es una estrella del cine mudo de gran éxito, pero la llegada del cine sonoro podría marcar el final de su carrera.",Hulu
s428,Película,Movie,The Good Traitor,El buen traidor,#VALUE!,,2020,,115 minutos,115 min,"Drama, Historia","Drama, History","When Denmark is invaded by Nazi Germany and begins cooperating with them. Denmark's ambassador to the US, Henrik Kauffmann, puts everything on the line and engineers a rebellious plan to defeat Hitler and give the Danish people their freedom back.","Cuando Dinamarca es invadida por la Alemania nazi y comienza a cooperar con ellos. El embajador de Dinamarca en Estados Unidos, Henrik Kauffmann, lo arriesga todo y diseña un plan rebelde para derrotar a Hitler y devolverle la libertad al pueblo danés.",Hulu
s429,Película,Movie,Blue Origin: Civilians in Space,Origen azul: civiles en el espacio,#VALUE!,,2021,,#VALUE!,,"Noticias, ciencia y tecnología","News, Science & Technology",Jeff Bezos and crew make history as the New Shepard rocket takes off.,Jeff Bezos y su tripulación hacen historia con el despegue del cohete New Shepard.,Hulu
s430,programa de televisión,TV Show,100 Foot Wave,Ola de 100 pies,#VALUE!,,2021,TV-14,1 temporada,1 Season,"Documentales, Deportes","Documentaries, Sports","Surfing pioneer Garrett McNamara's quest to conquer a 100-foot wave and its transformation of Nazare, Portugal is detailed in this series.","En esta serie se detalla la búsqueda del pionero del surf Garrett McNamara para conquistar una ola de 100 pies y su transformación en Nazaré, Portugal.",Hulu
s431,programa de televisión,TV Show,The Last Dance,El último baile,#VALUE!,,2020,TV-14,1 temporada,1 Season,"Documentales, Deportes","Documentaries, Sports","In the fall of 1997, Michael Jordan and the Chicago Bulls allowed a film crew to follow them as they went for their sixth NBA title in eight seasons. That resulted in a stunning portrait of one of the sport's most iconic athletes and a celebrated team. ""The Last Dance"" follows the Bulls' 1997-98 season from start to finish, while also covering the rest of the chapters in Jordan's remarkable career. The 10-part docuseries follows the Jordan timeline from when he was an emerging star on his high school team to becoming a worldwide marketing force and cultural figure. The series takes its name from a phrase coined by then-Bulls coach Phil Jackson, who knew that the season would likely be the final run for the core members of that 1990s Bulls dynasty.","En el otoño de 1997, Michael Jordan y los Chicago Bulls permitieron que un equipo de filmación los siguiera mientras buscaban su sexto título de la NBA en ocho temporadas. El resultado fue un impresionante retrato de uno de los atletas más emblemáticos del deporte y de un equipo célebre. ""The Last Dance"" sigue la temporada 1997-98 de los Bulls de principio a fin, al mismo tiempo que cubre el resto de los capítulos de la notable carrera de Jordan. La serie documental de 10 capítulos sigue la línea de tiempo de Jordan desde que era una estrella emergente en el equipo de su escuela secundaria hasta convertirse en una fuerza de marketing y una figura cultural a nivel mundial. La serie toma su nombre de una frase acuñada por el entonces entrenador de los Bulls, Phil Jackson, quien sabía que la temporada probablemente sería la última carrera para los miembros principales de esa dinastía de los Bulls de la década de 1990.",Hulu
s432,programa de televisión,TV Show,Power Book III: Raising Kanan,Libro de poder III: Criando a Kanan,#VALUE!,,2021,TV-MA,1 temporada,1 Season,"Crimen, Drama","Crime, Drama",A chronicle of the early years of Kanan Stark.,Una crónica de los primeros años de Kanan Stark.,Hulu
s433,programa de televisión,TV Show,The Deceived,Los engañados,#VALUE!,,2020,,1 temporada,1 Season,"Drama, Suspense","Drama, Thriller","While studying at Cambridge, Ophelia falls for her married lecturer; when their affair is interrupted by a shocking and tragic death, Ophelia finds herself trapped in a world where she can no longer trust her own mind.","Mientras estudia en Cambridge, Ophelia se enamora de su profesor casado; Cuando su relación se ve interrumpida por una muerte trágica y impactante, Ophelia se encuentra atrapada en un mundo donde ya no puede confiar en su propia mente.",Hulu
s434,programa de televisión,TV Show,WWE Friday Night SmackDown,WWE viernes por la noche SmackDown,#VALUE!,,2019,TV-PG,1 temporada,1 Season,Deportes,Sports,"The superstars of World Wrestling Entertainment settle scores as elaborate, long-running rivalries play out in weekly two-hour showdowns.",Las superestrellas de World Wrestling Entertainment ajustan cuentas mientras rivalidades elaboradas y de larga duración se desarrollan en enfrentamientos semanales de dos horas.,Hulu
s435,programa de televisión,TV Show,Los intrépidos,Los intrépidos,#VALUE!,,2021,,2 estaciones,2 Seasons,Niños,Kids,"En cada jardín existe todo un mundo que usualmente no hes visto por la gente. Los intrépidos sigue las aventuras de una pandilla de criaturas pequeñas, una piedrita, una mora, una rama, y una hoja, unos mejore amigos que viven en un jardín que pertenece a un trío de humanas igual de descuiadadas. Esta banda de héroes diminutos se hace llamar ""los intrépidos"", y aunque sean las criaturas más pequeñas del jardín, están determinadas a vivir en grande a pesar (o a veces debida a) su limitada perspectiva.","En cada jardín existe todo un mundo que normalmente no es visto por la gente. Los intrépidos siguen las aventuras de una pandilla de criaturas pequeñas, una piedrita, una mora, una rama, y ​​una hoja, unos mejores amigos que viven en un jardín que pertenece a un trío de humanos iguales de descuiadadas. Esta banda de héroes diminutos se hace llamar ""los intrépidos"", y aunque sean las criaturas más pequeñas del jardín, están determinadas a vivir en grande a pesar (o a veces debida a) su limitada perspectiva.",Hulu
s436,programa de televisión,TV Show,"McCartney 3, 2, 1","McCartney 3, 2, 1",#VALUE!,,2021,,1 temporada,1 Season,"Documentales, Música","Documentaries, Music","Paul McCartney sits down for a rare in-depth one on one with Rick Rubin to discuss his groundbreaking work with The Beatles, the emblematic 70s arena-rock of Wings, and his 50 years and counting as a solo artist, in this six-episode series that explores music and creativity in a unique and revelatory manner. Join Paul and Rick for an intimate conversation about the musicianship, songwriting, ingenuity, influences, and personal relationships that informed the iconic songs that have served as the soundtracks of our lives.","Paul McCartney se sienta en una rara y profunda charla individual con Rick Rubin para hablar sobre su innovador trabajo con The Beatles, el emblemático arena-rock de los 70 Wings, y sus 50 años y contando como solista, en esta serie de seis episodios que explora la música y la creatividad de una manera única y reveladora. Únase a Paul y Rick para una conversación íntima sobre la maestría musical, la composición, el ingenio, las influencias y las relaciones personales que informaron las canciones icónicas que han servido como bandas sonoras de nuestras vidas.",Hulu
s437,Película,Movie,"20,000 Days on Earth",20.000 días en la Tierra,#VALUE!,,2014,,97 minutos,97 min,Drama,Drama,"20,000 Days On Earth is an inventive, lyrical ode to creativity and an intimate examination of the artistic process of musician and cultural icon Nick Cave.","20,000 Days On Earth es una oda lírica e inventiva a la creatividad y un examen íntimo del proceso artístico del músico e ícono cultural Nick Cave.",Hulu
s438,Película,Movie,A Field in England,Un campo en Inglaterra,#VALUE!,,2013,,90 minutos,90 min,"Drama, Historia, Terror","Drama, History, Horror","A Field In England is a psychedelic trip into magic and madness from Ben Wheatley, the award-winning director of Down Terrace, Kill List, High Rise and Sightseers.","A Field In England es un viaje psicodélico a la magia y la locura de Ben Wheatley, el galardonado director de Down Terrace, Kill List, High Rise y Sightseers.",Hulu
s439,programa de televisión,TV Show,American Horror Stories,Historias de terror americanas,#VALUE!,,2021,,1 temporada,1 Season,"Drama, Terror","Drama, Horror","“American Horror Stories” is a spin-off of Ryan Murphy and Brad Falchuk’s award-winning anthology series “American Horror Story.” The weekly anthology series will feature a different horror story each episode. Since 2011, the creators of the AHS have redefined the horror genre with various installments featuring a creepy asylum, a coven of witches, a traveling freak show, a haunted hotel and the apocalypse itself. The television series sprouted a legion of dedicated fans who anticipate what terrors the next chapter will hold. The franchise is produced by Twentieth Television.","“American Horror Stories” es un spin-off de la galardonada serie antológica “American Horror Story” de Ryan Murphy y Brad Falchuk. La serie de antología semanal contará con una historia de terror diferente en cada episodio. Desde 2011, los creadores de AHS han redefinido el género de terror con varias entregas que presentan un manicomio espeluznante, un aquelarre de brujas, un espectáculo de monstruos itinerante, un hotel embrujado y el apocalipsis mismo. De la serie de televisión surgió una legión de fanáticos dedicados que anticipan los terrores que deparará el próximo capítulo. La franquicia es producida por Twentieth Television.",Hulu
s440,Película,Movie,Amira & Sam,Amira y Sam,#VALUE!,,2015,,87 minutos,87 min,"Comedia, Drama, Romance","Comedy, Drama, Romance","To help adjust to coming home from war, Sam (Martin Starr, Silicon Valley), takes a stab at stand-up comedy. Amira has fled Iraq and the more time they spend together, the harder it is for them to combat their feelings for one another.","Para ayudar a adaptarse al regreso a casa de la guerra, Sam (Martin Starr, Silicon Valley) intenta hacer monólogos. Amira ha huido de Irak y cuanto más tiempo pasan juntas, más difícil les resulta combatir sus sentimientos mutuos.",Hulu
s441,Película,Movie,Borgman,Borgman,#VALUE!,,2013,,113 minutos,113 min,"Drama, Internacional, Misterio","Drama, International, Mystery",An darkly humorous fable exploring the nature of evil in unexpected places.,Una fábula de humor negro que explora la naturaleza del mal en lugares inesperados.,Hulu
s442,Película,Movie,Bullhead,Siluro,#VALUE!,,2011,R,129 minutos,129 min,"Crimen, Drama","Crime, Drama","Cattle farmer Jacky, initiates a shady deal with a notorious mafioso meat trader. When an investigating federal agent is assassinated & a woman from his traumatic past resurfaces, he must face the far-reaching consequences of his decisions.","El ganadero Jacky inicia un negocio turbio con un notorio comerciante de carne mafioso. Cuando un agente federal investigador es asesinado y una mujer de su traumático pasado resurge, él debe enfrentar las consecuencias de gran alcance de sus decisiones.",Hulu
s443,Película,Movie,Cheap Thrills,Emociones baratas,#VALUE!,,2014,,87 minutos,87 min,"Comedia, Suspense","Comedy, Thriller","A couple engages two friends in a series of dares in exchange for money, with each challenge upping the ante in both reward and boundaries.","Una pareja involucra a dos amigos en una serie de desafíos a cambio de dinero, y cada desafío aumenta la apuesta tanto en recompensa como en límites.",Hulu
s444,Película,Movie,Enforcement,Aplicación,#VALUE!,,2021,,108 minutos,108 min,"Crimen, Drama, Suspense","Crime, Drama, Thriller","Two police officers patrolling a massive housing project find themselves trapped in a maze of buildings and conflict when news of a 19-year-old's death under police custody spreads, igniting the community's youth to seek revenge.","Dos agentes de policía que patrullan un enorme complejo de viviendas se encuentran atrapados en un laberinto de edificios y en conflicto cuando se difunde la noticia de la muerte de un joven de 19 años bajo custodia policial, lo que incita a los jóvenes de la comunidad a buscar venganza.",Hulu
s445,Película,Movie,Exit Plan,Plan de salida,#VALUE!,,2020,,90 minutos,90 min,Horror,Horror,Insurance claims investigator Max (Nikolaj Coster-Waldau) follows the clues of a mysterious death to a remote hotel that specializes in assisted suicide. His search uncovers disturbing revelations that he may not be able to escape.,El investigador de reclamaciones de seguros Max (Nikolaj Coster-Waldau) sigue las pistas de una muerte misteriosa hasta un hotel remoto especializado en suicidio asistido. Su búsqueda descubre revelaciones inquietantes de las que quizás no pueda escapar.,Hulu
s446,Película,Movie,I Declare War,Declaro la guerra,#VALUE!,,2014,,94 minutos,94 min,"Acción, Aventura, Comedia","Action, Adventure, Comedy","A group of friends play an innocent game of Capture the Flag, arming themselves with nothing more than sticks & their imagination. One day the game takes on a more serious tone as their imaginations take them beyond the rules of the game.","Un grupo de amigos juega un inocente juego de Capturar la Bandera, armándose únicamente con palos y su imaginación. Un día el juego adquiere un tono más serio a medida que su imaginación los lleva más allá de las reglas del juego.",Hulu
s447,Película,Movie,Mood Indigo,Estado de ánimo índigo,#VALUE!,,2013,,95 minutos,95 min,"Drama, Romance","Drama, Romance","Set in a surreal Paris, Michel Gondry finds inspiration from Boris Vian's cult novel to provide the foundation for this visionary and romantic love story starring Audrey Tautou (Amélie) and Romain Duris.","Ambientada en un París surrealista, Michel Gondry se inspira en la novela de culto de Boris Vian para sentar las bases de esta visionaria y romántica historia de amor protagonizada por Audrey Tautou (Amélie) y Romain Duris.",Hulu
s448,Película,Movie,Pieta,Piedad,#VALUE!,,2012,,104 minutos,104 min,"Drama, Misterio","Drama, Mystery","In this haunting story, a loan shark lives a lonely existence. A woman appears, claiming to be his long-lost mother. He gradually accepts her but, he realizes it may be too late to escape the horrific consequences from his previous life.","En esta inquietante historia, un usurero vive una existencia solitaria. Aparece una mujer que dice ser su madre perdida hace mucho tiempo. Poco a poco la acepta, pero se da cuenta de que puede que sea demasiado tarde para escapar de las horribles consecuencias de su vida anterior.",Hulu
s449,Película,Movie,Raiders!: The Story of the Greatest Fan Film Ever Made,Raiders!: La historia de la mejor película de fans jamás realizada,#VALUE!,,2016,,93 minutos,93 min,Documentales,Documentaries,"After Steven Spielberg's classic Raiders of the Lost Ark was released 35 years ago, three 11-year-old boys set out on what would become a 7-year-long labor of love and tribute to their favorite film: a shot-for-shot remake of the film.","Después del estreno del clásico de Steven Spielberg En busca del arca perdida hace 35 años, tres niños de 11 años emprendieron lo que se convertiría en un trabajo de amor y tributo de siete años de duración a su película favorita: una nueva versión de la película, plano por plano.",Hulu
s450,programa de televisión,TV Show,Sonny Boy,hijo hijo,#VALUE!,,2021,,1 temporada,1 Season,"Animé, Internacional","Anime, International","It’s an ordinary summer vacation...except for the fact that Nagara’s high school has mysteriously drifted into another dimension. As the students develop strange new powers and form new rivalries, can they survive the alien environment – and each other?","Son unas vacaciones de verano normales... excepto por el hecho de que la escuela secundaria de Nagara ha pasado misteriosamente a otra dimensión. A medida que los estudiantes desarrollan nuevos poderes extraños y forman nuevas rivalidades, ¿podrán sobrevivir al entorno alienígena... y entre sí?",Hulu
s451,Película,Movie,The Act of Killing,El acto de matar,#VALUE!,,2012,,122 minutos,122 min,"Crimen, Drama","Crime, Drama","Filmmaker Joshua Oppenheimer and documentary titans, Werner Herzog and Errol Morris examine a country where Indonesian death squad leaders are celebrated as heroes, challenging them to reenact their real-life mass-killings.","El cineasta Joshua Oppenheimer y los titanes del documental Werner Herzog y Errol Morris examinan un país donde los líderes de los escuadrones de la muerte indonesios son celebrados como héroes, desafiándolos a recrear sus asesinatos en masa en la vida real.",Hulu
s452,Película,Movie,The Complex: Lockdown,El complejo: bloqueo,#VALUE!,,2020,,79 minutos,79 min,Ciencia ficción,Science Fiction,"In the aftermath of a major bioweapons attack in London, Dr Amy Tenant and a former colleague Dr Rees Wakefield find themselves in a locked-down laboratory. As spies breach the perimeter, our scientists find themselves trapped inside The Complex.","A raíz de un importante ataque con armas biológicas en Londres, la Dra. Amy Tenant y un ex colega, el Dr. Rees Wakefield, se encuentran en un laboratorio cerrado. Mientras los espías traspasan el perímetro, nuestros científicos se encuentran atrapados dentro del Complejo.",Hulu
s453,Película,Movie,The Congress,El Congreso,#VALUE!,,2013,,122 minutos,122 min,"Animación para adultos, Drama, Ciencia ficción","Adult Animation, Drama, Science Fiction",An aging actress (Robin Wright) agrees to preserve her digital likeness for a studio to use in any future films it likes.,Una actriz anciana (Robin Wright) acepta preservar su imagen digital para que un estudio la utilice en cualquier película futura que desee.,Hulu
s454,Película,Movie,The Connection,La conexión,#VALUE!,,2015,R,136 minutos,136 min,"Terror, Suspense","Horror, Thriller","A stylish, crime thriller inspired by true events, THE CONNECTION tells the story of magistrate Pierre Michel (Jean Dujardin) and his crusade to dismantle the most notorious drug smuggling operation in history: the French Connection.","THE CONNECTION, un elegante thriller policial inspirado en hechos reales, cuenta la historia del magistrado Pierre Michel (Jean Dujardin) y su cruzada para desmantelar la operación de contrabando de drogas más notoria de la historia: la Conexión Francesa.",Hulu
s455,Película,Movie,The Final Member,El último miembro,#VALUE!,,2014,R,72 minutos,72 min,"Documentales, Internacional","Documentaries, International","Thirty miles from the Arctic Circle, stands the world's only Penis museum. Over 40 years, the founder and curator has collected every specimen from every mammal except for one: The Human Specimen.","A treinta millas del Círculo Polar Ártico se encuentra el único museo del pene del mundo. Durante 40 años, el fundador y curador ha recolectado todos los especímenes de todos los mamíferos excepto uno: el espécimen humano.",Hulu
s456,Película,Movie,The FP,el FP,#VALUE!,,2012,R,83 minutos,83 min,Comedia,Comedy,"Two rival gangs feud for control of rural wasteland Frazier Park ('The FP') in the deadly arena of competitive dance-fight video game ""Beat-Beat Revelation.""","Dos bandas rivales se pelean por el control del páramo rural Frazier Park ('The FP') en la arena mortal del competitivo videojuego de baile y pelea ""Beat-Beat Revelation"".",Hulu
s457,Película,Movie,The Keeping Room,La sala de mantenimiento,#VALUE!,,2015,R,95 minutos,95 min,"Drama, Historia, Suspense","Drama, History, Thriller","In this radically reimagined American Western set towards the end of the Civil War, Southerner Augusta encounters two renegade, drunken soldiers who are on a mission of pillage and violence.","En este western americano radicalmente reinventado, ambientado hacia el final de la Guerra Civil, Southerner Augusta se encuentra con dos soldados renegados y borrachos que están en una misión de saqueo y violencia.",Hulu
s458,programa de televisión,TV Show,Backyard Builds,Construcciones de patio trasero,#VALUE!,,2017,TV-G,4 estaciones,4 Seasons,"Estilo de vida y cultura, Realidad","Lifestyle & Culture, Reality","When indoor space isn’t enough, Backyard Builds showcases the endless opportunities outdoor areas can provide. The series stars contractor and designer Brian McCourt and design expert Sarah Keenleyside who work with homeowners to maximize their backyard’s potential by creating tailored, one-of-a-kind structures. Whether it’s a converted shipping container, cake studio, treehouse village, or outdoor theatre, this contractor and designer duo can extend any living space.","Cuando el espacio interior no es suficiente, Backyard Builds muestra las infinitas oportunidades que pueden brindar las áreas al aire libre. La serie está protagonizada por el contratista y diseñador Brian McCourt y la experta en diseño Sarah Keenleyside, quienes trabajan con propietarios para maximizar el potencial de su patio trasero mediante la creación de estructuras únicas y personalizadas. Ya sea un contenedor de envío reconvertido, un estudio de pasteles, una casa en un árbol o un teatro al aire libre, este dúo de contratistas y diseñadores puede ampliar cualquier espacio habitable.",Hulu
s459,programa de televisión,TV Show,Cleopatra en el Espacio,Cleopatra en el Espacio,#VALUE!,,2020,,3 estaciones,3 Seasons,"Niños, Latinos","Kids, Latino",Cleopatra en el espacio es la historia no antes contada de Cleopatra adolescente cuando es transportada a una galaxia en el futuro que está regida por gatos parlantes donde ella descubre que es la salvadora anunciada por la profecía.,Cleopatra en el espacio es la historia no antes contada de Cleopatra adolescente cuando es transportada a una galaxia en el futuro que está regida por gatos parlantes donde ella descubre que es la salvadora anunciada por la profecía.,Hulu
s460,programa de televisión,TV Show,Cleopatra in Space,Cleopatra en el espacio,#VALUE!,,2020,TV-Y7,3 estaciones,3 Seasons,"Aventura, Comedia, Infantil","Adventure, Comedy, Kids","The first season find Cleo learning to adjust to her new school, meeting friends and trying to fit in.","En la primera temporada, Cleo aprende a adaptarse a su nueva escuela, conoce amigos y trata de encajar.",Hulu
s461,Película,Movie,College Football,Fútbol universitario,#VALUE!,,1998,TV-G,#VALUE!,,Deportes,Sports,All of the live and upcoming college football games available on Hulu.,Todos los partidos de fútbol universitario en vivo y próximos disponibles en Hulu.,Hulu
s462,programa de televisión,TV Show,Save My Reno,Salva mi Reno,#VALUE!,,2017,TV-PG,4 estaciones,4 Seasons,"Estilo de vida y cultura, Realidad","Lifestyle & Culture, Reality","Cash-conscious homeowners catch a break when Sebastian Clovis, the savvy contractor, and Sabrina Smelko, the resourceful designer, toss out overpriced Reno quotes and make dreams come true.","Los propietarios preocupados por el dinero toman un descanso cuando Sebastian Clovis, el contratista inteligente, y Sabrina Smelko, la diseñadora ingeniosa, descartan cotizaciones caras de Reno y hacen realidad sus sueños.",Hulu
s463,programa de televisión,TV Show,Love Island (UK),Isla del Amor (Reino Unido),#VALUE!,,2015,TV-MA,7 estaciones,7 Seasons,"Internacional, Realidad, Romance","International, Reality, Romance","Reality show. Glamorous singles live in a beautiful villa under the watchful gaze of the audience at home, who have the power to decide who stays and who goes.","Programa de telerrealidad. Solteros glamorosos viven en una hermosa villa bajo la atenta mirada del público en casa, que tiene el poder de decidir quién se queda y quién se va.",Hulu
s464,Película,Movie,47 Meters Down,47 metros abajo,#VALUE!,,2017,PG-13,89 minutos,89 min,"Terror, Suspense","Horror, Thriller","Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.","Dos hermanas que están de vacaciones en México quedan atrapadas en una jaula para tiburones en el fondo del océano. Con menos de una hora de oxígeno restante y grandes tiburones blancos dando vueltas cerca, deben luchar para sobrevivir.",Hulu
s465,Película,Movie,Entre Nos Presents: Frankie Quiñones: Superhomies,Entre Nos Presenta: Frankie Quiñones: Superhomies,#VALUE!,,2021,,#VALUE!,,"Comedia, Internacional, Latina","Comedy, International, Latino","Internet and viral sensation Frankie Quiñones is joined by his alter-egos Creeper and ""JC"" Juanita Carmelita in this comedy special.","La sensación viral y de Internet Frankie Quiñones se une a sus alter egos Creeper y ""JC"" Juanita Carmelita en este especial de comedia.",Hulu
s466,Película,Movie,UFC 264,UFC 264,#VALUE!,,2021,,#VALUE!,,Deportes,Sports,UFC 264: Poirier vs. McGregor 3,UFC 264: Poirier contra McGregor 3,Hulu
s467,Película,Movie,Barb and Star Go to Vista Del Mar,Barb y Star van a Vista Del Mar,#VALUE!,,2021,PG-13,107 minutos,107 min,Comedia,Comedy,From BRIDESMAIDS costars and cowriters Kristen Wiig and Annie Mumolo comes this comedy about two best friends who leave their small town and embark on the adventure of a lifetime.,"De las coprotagonistas y coautoras de BRIDESMAIDS, Kristen Wiig y Annie Mumolo, llega esta comedia sobre dos mejores amigas que abandonan su pequeño pueblo y se embarcan en la aventura de sus vidas.",Hulu
s468,Película,Movie,Detail: Daniel Cormier,Detalle: Daniel Cormier,#VALUE!,,2019,,#VALUE!,,Deportes,Sports,UFC legend and former champion Daniel Cormier breaks down the performances of today's top UFC athletes.,La leyenda de UFC y ex campeón Daniel Cormier analiza el desempeño de los mejores atletas de UFC de la actualidad.,Hulu
s469,programa de televisión,TV Show,Grown-ish,adulto,Estados Unidos,United States,2018,TV-14,4 estaciones,4 Seasons,"Historias negras, Comedia, Comedia de situación","Black Stories, Comedy, Sitcom",Follow Zoey Johnson as she heads to college and begins her hilarious journey to adulthood.,Siga a Zoey Johnson mientras se dirige a la universidad y comienza su divertido viaje hacia la edad adulta.,Hulu
s470,Película,Movie,In a World...,En un mundo...,#VALUE!,,2013,R,93 minutos,93 min,"Comedia, Drama","Comedy, Drama","IN A WORLD follows an underachieving vocal coach motivated by her father, the king of movie-trailer voice-overs, to pursue her aspirations of becoming a voice-over star.","IN A WORLD sigue a una entrenadora vocal de bajo rendimiento motivada por su padre, el rey de locutores de avances de películas, para perseguir sus aspiraciones de convertirse en una estrella de locución.",Hulu
s471,Película,Movie,"Pete Lee: Tall, Dark, and Pleasant","Pete Lee: alto, moreno y agradable",#VALUE!,,2021,TV-MA,#VALUE!,,"Comedia, Stand Up","Comedy, Stand Up","Conflict-averse comedian Pete Lee talks sex, drugs and being too nice.","El comediante Pete Lee, reacio al conflicto, habla de sexo, drogas y de ser demasiado amable.",Hulu
s472,Película,Movie,This Way Up,Por aquí arriba,Reino Unido,United Kingdom,2019,2 Seasons,#VALUE!,,"Comedia, Drama, Internacional","Comedy, Drama, International","This Way Up is a comedy drama about moving on, moving forward and trying to find happiness. Written by Aisling Bea (Living With Yourself, The Fall, Netflix The Comedy Line Up) she also stars as the charming and funny Aine, who is trying to pull her life back together after a “teeny little nervous breakdown"". Her sister Shona, played by Sharon Horgan (Catastrophe, Game Night, Pulling), is increasingly worried about both her sister and her own relationship issues with her boyfriend, played by Aasif Mandvi (A Series of Unfortunate Events, Halal in the Family) and the impending question of marriage.","This Way Up es una comedia dramática sobre seguir adelante, seguir adelante y tratar de encontrar la felicidad. Escrito por Aisling Bea (Living With Yourself, The Fall, Netflix The Comedy Line Up), también interpreta a la encantadora y divertida Aine, que intenta rehacer su vida después de un ""pequeño ataque de nervios"". Su hermana Shona, interpretada por Sharon Horgan (Catastrophe, Game Night, Pulling), está cada vez más preocupada tanto por su hermana como por sus propios problemas de relación con su novio, interpretado por Aasif Mandvi (A Series of Unfortunate Events, Halal in the Family). y la inminente cuestión del matrimonio.",Hulu
s473,Película,Movie,Blippi's Summer Games,Los juegos de verano de Blippi,#VALUE!,,2021,,40 minutos,40 min,Niños,Kids,"Join Blippi on a summer extravaganza as he learns about different sports, including basketball, soccer and so much more!","¡Únete a Blippi en un gran espectáculo de verano mientras aprende sobre diferentes deportes, incluidos baloncesto, fútbol y mucho más!",Hulu
s474,programa de televisión,TV Show,Murdoch Mysteries,Misterios de Murdoch,"Canadá, Reino Unido","Canada, United Kingdom",2008,TV-14,13 estaciones,13 Seasons,"Drama, Internacional, Misterio","Drama, International, Mystery","Set in early 20th century Toronto, Murdoch Mysteries explores the intriguing world of William Murdoch, a detective who pioneers innovative forensic techniques to solve some of the city’s most gruesome crimes.","Ambientada en el Toronto de principios del siglo XX, Murdoch Mysteries explora el intrigante mundo de William Murdoch, un detective pionero en técnicas forenses innovadoras para resolver algunos de los crímenes más espantosos de la ciudad.",Hulu
s475,programa de televisión,TV Show,My Wife and Kids,Mi esposa y mis hijos,#VALUE!,,2001,TV-PG,5 estaciones,5 Seasons,"Comedia, comedia de situación","Comedy, Sitcom","Michael Kyle is a modern-day patriarch who rules his household with a unique parenting style. He teaches his children life lessons with his own brand of humorous wisdom. Janet, Michael's wife, maintains a fine balance between taking care of their home, building her career and trading punchlines with her husband. Their three children are high-school student Michael Jr. who is a regular recipient of his father's witty, disciplinary ways; their moody, adolescent daughter, Claire whose favorite hobby is asking Dad for money, and six-year-old Kady, who rarely lets Daddy have the last word.","Michael Kyle es un patriarca moderno que gobierna su hogar con un estilo de crianza único. Enseña a sus hijos lecciones de vida con su propio estilo de sabiduría humorística. Janet, la esposa de Michael, mantiene un delicado equilibrio entre cuidar de su hogar, construir su carrera e intercambiar chistes con su marido. Sus tres hijos son el estudiante de secundaria Michael Jr., quien recibe regularmente las maneras ingeniosas y disciplinarias de su padre; su hija adolescente y de mal humor, Claire, cuyo pasatiempo favorito es pedirle dinero a papá, y Kady, de seis años, que rara vez deja que papá tenga la última palabra.",Hulu
s476,Película,Movie,Papillon,papillón,"Estados Unidos, República Checa, España","United States, Czech Republic, Spain",2017,R,133 minutos,133 min,"Acción, Aventura, Drama","Action, Adventure, Drama","In this remake of the 1973 classic, Papillon, a French prisoner forms an unlikely bond with a fellow inmate and finds the will to ensure they both survive.","En esta nueva versión del clásico de 1973, Papillon, un prisionero francés forma un vínculo poco probable con un compañero de prisión y encuentra la voluntad para garantizar que ambos sobrevivan.",Hulu
s477,Película,Movie,Red Penguins,pingüinos rojos,#VALUE!,,2019,PG-13,80 minutos,80 min,Documentales,Documentaries,"Red Penguins tells a bizarre story of capitalism and opportunism run amok in 1990s Moscow – complete with gangsters, strippers, and live bears serving beer on a hockey rink.","Red Penguins cuenta una extraña historia del capitalismo y el oportunismo enloquecidos en el Moscú de los años 90, con gánsteres, strippers y osos vivos sirviendo cerveza en una pista de hockey.",Hulu
